Nom de l'établissement;Adresse;Site Web;;;;;;;;;;Status
Piscine de Sermaize les bains;1 Rue du Châtelet 51250 Sermaize-les-Bains France;;;;;;;;;;;
Piscine de Sèvremoine - Espace Nage&Ô;2 Rue du Dr Schweitzer 49450 Sèvremoine France;http://www.sevremoine.fr/;;;;;;;;;;
Piscine de Sèvres;19 Rue Diderot 92310 Sèvres France;https://www.sevres.fr/services/piscine-municipale/;;;;;;;;;;
Piscine de Somain;104 Rue Fernand 59490 Somain France;https://ville-somain.fr/piscine-municipale/;;;;;;;;;;
Piscine de Sospel;Rte d'Erc 06380 Sospel France;https://www.facebook.com/profile.php?id=100093340991323;;;;;;;;;;
Piscine de Sotteville-les-Rouen;31 Av. du 14 Juillet 76300 Sotteville-lès-Rouen France;https://sotteville-les-rouen.fr/sortir/sport/la-piscine-municipale/;;;;;;;;;;
Piscine de Soumans;Rue de l'École 23230 Soumans France;https://www.creuseconfluence.com/loisirs/piscines/piscine-soumans;;;;;;;;;;
Piscine de Spontour;19550 Soursac France;;;;;;;;;;;
Piscine de St Martin la Meanne;19320 Saint-Martin-la-Méanne France;https://stmartinlameanne.fr/tourisme-loisirs-sur-la-commune/;;;;;;;;;;
Piscine de St Maurice sur Aveyron;2 Chem. des Fontaines 45230 Saint-Maurice-sur-Aveyron France;http://horaires-piscine.info/piscine-de-st-maurice-sur-aveyron/;;;;;;;;;;
Piscine de St-Benin-d’Azy;33 Rue Victor Hugo 58270 Saint-Benin-d'Azy France;http://horaires-piscine.info/horaires-piscine-de-st-benin-dazy/;;;;;;;;;;
Piscine de Sucy-en-Brie;29 Av. du Fort 94370 Sucy-en-Brie France;https://sudestavenir.fr/piscine/piscine-de-sucy-en-brie/;;;;;;;;;;
PISCINE DE SUIPPES;2b Av. de la Gare 51600 Suippes France;http://www.piscinedesuippes.fr/;;;;;;;;;;
Piscine de Tartas;68 Rue de la Piscine 40400 Tartas France;http://horaires-piscine.info/horaires-piscine-a-tartas/;;;;;;;;;;
Piscine de Taverny;Square Georges Vallerey 141 Rue d'Herblay 95150 Taverny France;;;;;;;;;;;
Piscine de Thoissey;Le Port 01140 Thoissey France;https://www.campingdethoissey.fr/le-camping/la-piscine/;;;;;;;;;;
Piscine de Tonneins;avenue du Pl. du Dr Vautrain 47400 Tonneins France;https://valdegaronne.fr/170-piscines-d-ete.htm;;;;;;;;;;
Piscine de Tournay;4 Rue du Gabastou 65190 Tournay France;;;;;;;;;;;
Piscine de Vaires-sur-Marne;36 Rue des Loriots 77360 Vaires-sur-Marne France;https://www.agglo-pvm.fr/pratique/les-piscines;;;;;;;;;;
Piscine de Vaise;50 Av. Sidoine Apollinaire 69009 Lyon France;;;;;;;;;;;
Piscine de Valberg;28 Av. de Valberg 06470 Péone France;https://www.valberg.com/les-activites/piscine/;;;;;;;;;;
Piscine de Valdallière;Rte de Lassy 14410 Valdallière France;https://www.valdalliere.fr/culture-loisirs/piscine/;;;;;;;;;;
Piscine de Val-de-Saâne;Impasse des Peupliers 76890 Val-de-Saâne France;https://www.terroirdecaux.fr/sport-jeunesse/la-piscine-de-val-de-saane;;;;;;;;;;
Piscine de Vaujany;Pôle sports et loisirs 108 Rte des Combes 38114 Vaujany France;https://www.vaujany.com/fr/pole-sports-loisirs/la-piscine/;;;;;;;;;;
Piscine De Vaux Morvan;13 Château de Vaux 71190 Étang-sur-Arroux France;;;;;;;;;;;
Piscine de Veigné;La Plage 37250 Veigné France;http://horaires-piscine.info/horaires-piscine-a-veigne/;;;;;;;;;;
Piscine de Vélizy-Villacoublay;Centre Sportif Robert Wagner 17 Av. Robert Wagner 78140 Vélizy-Villacoublay France;https://velizy-villacoublay.horanet.com/;;;;;;;;;;
Piscine de Vendome;23 Rue Geoffroy Martel 41100 Vendôme France;;;;;;;;;;;
Piscine de Verneuil d'Avre-et-d'Iton;Chemin des Rue des Poissonniers 27130 Verneuil d'Avre et d'Iton France;https://www.inse27.fr/piscine-de-verneuil-davre-et-diton/;;;;;;;;;;
Piscine de Verteillac;Le Pontis Sud Est 24320 Verteillac France;https://ccpr24.fr/vivre-et-habiter/sport/les-piscines/;;;;;;;;;;
Piscine de Vic sur Cère;Av. André Mercier 15800 Vic-sur-Cère France;http://www.vicsurcere.fr/;;;;;;;;;;
Piscine de Vidauban;74-264 Chem. de l'Escarayol 83550 Vidauban France;https://www.dracenie.com/piscines/vidauban;;;;;;;;;;
Piscine de Villaine;Rue Georges Mandel 91300 Massy France;https://www.ville-massy.fr/sortir/envie-de-sport/;;;;;;;;;;
Piscine De Villamblard;270- 340 Rte de Périgueux 24140 Villamblard France;;;;;;;;;;;
Piscine de Ville-d'Avray;22 Rue du Cottage 92410 Ville-d'Avray France;http://www.villedavray.fr/;;;;;;;;;;
Piscine de Villejean;1 parvis François André 35000 Rennes France;;;;;;;;;;;
Piscine de Villemomble;22 Rte de Noisy 93250 Villemomble France;http://www.villemomble.fr/la-piscine-municipale/;;;;;;;;;;
Piscine de Villeneuve-de-Marsan;190 Av. du Stade 40190 Villeneuve-de-Marsan France;https://www.tourismelandes.com/loisir/%20piscine-loiaqu04001odhcq/;;;;;;;;;;
Piscine de Villette-de-Vienne;328 Rte de Chuzelles 38200 Villette-de-Vienne France;https://www.vienne-condrieu.com/equipement/piscine-de-villette-de-vienne-villette-de-vienne/;;;;;;;;;;
Piscine de Vireux - Wallerand;Rue du Ridoux 08320 Vireux-Wallerand France;https://ccarm.fr/piscines-communautaires/;;;;;;;;;;
Piscine de Vitry;Paradis exo cosmétique 49 Rue Ampère 94400 Vitry-sur-Seine France;;;;;;;;;;;
Piscine de Vittel;361 Av. du Haut de Fol 88800 Vittel France;https://www.ville-vittel.fr/fr/le-complexe-aquatique.html;;;;;;;;;;
Piscine de Voves;1 Rue Jules Langlois 28150 Les Villages Vovéens France;http://coeurdebeauce.fr/;;;;;;;;;;
Piscine d'eau de mer;50380 Saint-Pair-sur-Mer France;https://filimages.com/2014/01/06/photos-du-6-janv-2014-normandie/;;;;;;;;;;
Piscine d'eau de mer;35800 France;;;;;;;;;;;
Piscine d'eau de mer de la plage Bon-secours;1 Pl. du Guet 35400 Saint-Malo France;;;;;;;;;;;
Piscine d'eau de mer de la plage de l'éventail;France;;;;;;;;;;;
Piscine découverte à l'Alpe d'Huez;245 Av. des Jeux 38750 Huez France;https://www.alpedhuez.com/fr/hiver/types-apidae/equipement/piscine-de-plein-air/;;;;;;;;;;
Piscine Denis Diderot;114 Bd de l'Europe 76100 Rouen France;https://www.rouen.fr/adresse/piscine-denis-diderot;;;;;;;;;;
Piscine d'Epernon;33 Rle du Prieuré 28230 Épernon France;http://www.porteseureliennesidf.fr/;;;;;;;;;;
Piscine d'Époisses;Pl. de la Piscine 21460 Époisses France;http://horaires-piscine.info/horaires-piscine-de-epoisses/;;;;;;;;;;
Piscine des 3 Châteaux;1 Rue Pierre de Coubertin 68150 Ribeauvillé France;https://www.piscine-3-chateaux.fr/;;;;;;;;;;
Piscine des 4 vallées à Castillon en Couserans;Rte Audressein 09800 Castillon-en-Couserans France;http://horaires-piscine.info/piscine-des-4-vallees-castillon-en-couserans/;;;;;;;;;;
Piscine des 7 Fontaines;Schoenenbourg 67160 Drachenbronn-Birlenbach France;https://www.drachenbronn-birlenbach.fr/Vie-pratique/Piscine-7-Fontaines.html;;;;;;;;;;
Piscine des Ardriers;Rue du Vieux Loup 72000 Le Mans France;http://www.lemans.fr/;;;;;;;;;;
Piscine des Auzerals;Rte de Grazac 81800 Rabastens France;https://www.rabastens.fr/mes-loisirs/sport/la-piscine;;;;;;;;;;
Piscine des Blagis;5 Rue de l'Yser 92330 Sceaux France;https://www.valleesud.fr/fr/piscine-des-blagis-sceaux;;;;;;;;;;
Piscine des Bordes à Chennevières-sur-Marne;99 Rue des Bordes 94430 Chennevières-sur-Marne France;https://sudestavenir.fr/piscine/piscine-des-bordes/;;;;;;;;;;
Piscine des Buclos;14 Av. du Vercors 38240 Meylan France;https://www.meylan.fr/49-piscine.htm;;;;;;;;;;
Piscine des Canebiers de Cagnes-sur-Mer;Av. Marcel Pagnol 06800 Cagnes-sur-Mer France;http://www.cagnes-sur-mer.fr/sport/piscine-municipale/;;;;;;;;;;
Piscine des Caneton;Chem. de la Ferme 13170 Les Pennes-Mirabeau France;http://www.agglo-paysdaix.fr/sports/piscines/etablissements/detail/p/piscine/detail/piscine_caneton_des_pennes.html#&panel1-1;;;;;;;;;;
Piscine des Capucins;16B Av. du Maréchal Leclerc 70100 Gray France;https://www.cc-valdegray.fr/piscine-des-capucins--1618905095.html;;;;;;;;;;
Piscine des Chartreux;Piscine chartreux Rue Raymond Burgard 10000 Troyes France;https://www.sports-troyes.fr/piscines/;;;;;;;;;;
Piscine des Closeaux;15 Bd Marcel Pourtout 92500 Rueil-Malmaison France;https://www.vert-marine.com/closeaux/;;;;;;;;;;
Piscine des Coëvrons à Bais;Rue du Château 53160 Bais France;https://www.coevrons.fr/article/piscine-de-bais;;;;;;;;;;
Piscine des Collines;20 Rue du Stade 26330 Châteauneuf-de-Galaure France;https://piscines.portededromardeche.fr/piscine-des-collines;;;;;;;;;;
Piscine des Cortals à Saint Paul de Fenouillet;1 Rue du Dr Louis Brun 66220 Saint-Paul-de-Fenouillet France;http://www.cc-aglyfenouilledes.fr/ma-vie-pratique/loisirs-et-associations/346441-piscine-municipale;;;;;;;;;;
Piscine des Eguérets;48 All. des Eguérets 95280 Jouy-le-Moutier France;https://www.cergypontoise.fr/piscine-des-eguerets;;;;;;;;;;
Piscine des Gayeulles;15 Av. des Gayeulles 35700 Rennes France;https://www.tourisme-rennes.com/infos-pratiques/piscines-horaires/;;;;;;;;;;
Piscine des Glacis;96 Rue d'Arleux 59500 Douai France;https://www.douai.fr/piscine-des-glacis;;;;;;;;;;
Piscine des Hauts-d'Anjou;Rue du 11 Novembre 49330 Les Hauts-d'Anjou France;https://leshautsdanjou.fr/loisirs-sport-culture-et-vie-associative/piscine-dete/;;;;;;;;;;
Piscine des Jacobins (piscine Baptiste-Lhommelet);38 Rue du 11 Novembre 45400 Fleury-les-Aubrais France;https://www.fleurylesaubrais.fr/mes-loisirs/sports/piscine-des-jacobins/;;;;;;;;;;
Piscine des Jonquilles;2 Rue des Jonquilles 68110 Illzach France;https://www.mulhouse-alsace.fr/sports-loisirs/piscines-et-plan-deau/piscines-jonquilles-illzach/;;;;;;;;;;
Piscine des Korach;625 Chem. des Clos 83690 Tourtour France;;;;;;;;;;;
Piscine des Lacs;1 Rte des Lacs 88140 Contrexéville France;;;;;;;;;;;
Piscine des Lacs;23 Rue Octave Longuet 91170 Viry-Châtillon France;https://www.grandorlyseinebievre.fr/piscine-des-lacs-viry-chatillon;;;;;;;;;;
Piscine des Lices;Rue de la Piscine 72300 Précigné France;http://www.precigne.fr/;;;;;;;;;;
Piscine des Murs à Pêches;9 Rue Maurice Bouchor 93100 Montreuil France;https://www.est-ensemble.fr/la-piscine-des-murs-peches;;;;;;;;;;
Piscine des Pieux;4 Rte de Flamanville 50340 Les Pieux France;;;;;;;;;;;
Piscine des Portes du Haut-Doubs;24 Rue de la Piscine 25800 Valdahon France;https://www.portes-haut-doubs.com/content/piscine-des-portes-du-haut-doubs;;;;;;;;;;
Piscine des Raguidelles;27 Rue des Tourneroches 92150 Suresnes France;https://www.suresnes.fr/mes-loisirs/sport/piscine-des-raguidelles/;;;;;;;;;;
Piscine des Remparts;2 Av. Adrien Zeller 67600 Sélestat France;http://www.piscine-remparts.fr/;;;;;;;;;;
Piscine des Ribières;87230 Les Cars France;https://www.lescars87.fr/tourisme.html;;;;;;;;;;
Piscine des Roches de Condrieu;Stade Intercommunal Henri Fouchard 5 Rue de Champagnole 38370 Les Roches-de-Condrieu France;http://www.lesigis.fr/;;;;;;;;;;
Piscine des Rougeaux;6 Chem. de la Font des Rougeaux 77130 Montereau-Fault-Yonne France;https://www.ville-montereau77.fr/envie-de-bouger/sport-et-asso/sports/les-infrastructures-sportives/;;;;;;;;;;
Piscine des Salines - Piscina d'I Salini;6 Av. Maréchal Juin 20090 Ajaccio France;http://www.ajaccio.fr/;;;;;;;;;;
Piscine des sapins;JHV8+7X 63760 Bourg-Lastic France;;;;;;;;;;;
Piscine des Sénarts;1 Rue de Rochopt 91800 Boussy-Saint-Antoine France;https://piscinedessenarts.fr/;;;;;;;;;;
Piscine des Thiolettes;77 Av. de l'Europe 51100 Reims France;https://reims-sports-boutique.reims.fr/piscines.html;;;;;;;;;;
Piscine des Trois Vallees;3 Rue des Prairies 91650 Breuillet France;https://www.coeuressonne.fr/;;;;;;;;;;
Piscine des trois villes;350 Rue du Dr Schweitzer 59510 Hem France;http://www.piscinedestroisvilles.fr/;;;;;;;;;;
Piscine des Ulis;Av. de l'Aubrac 91940 Les Ulis France;https://www.lesulis.fr/104/sortir/piscine-municipale.htm;;;;;;;;;;
Piscine des Vallons du Lyonnais à Vaugneray;20 Chem. du Stade 69670 Vaugneray France;http://www.ccvl.fr/;;;;;;;;;;
Piscine des Weppes;40 Rue de la Croix 59134 Herlies France;http://www.piscinedesweppes.fr/;;;;;;;;;;
Piscine d'été;1 Rue du 19 Mars 1962 17470 Aulnay France;https://www.piscineatlantys.fr/piscines-dete/piscine-dete-aulnay-de-saintonge/;;;;;;;;;;
Piscine d'été;Ile de la Grenouillette 17350 Le Mung France;https://www.piscineatlantys.fr/piscines-dete/piscine-dete-ile-de-la-grenouillette/;;;;;;;;;;
Piscine d'été;5 Rue de la Piscine 26130 Saint-Paul-Trois-Châteaux France;http://www.centreaquatiqueodysseeo.fr/;;;;;;;;;;
Piscine d'été;15 Chem. de l'Abatis 17380 Tonnay-Boutonne France;https://www.piscineatlantys.fr/piscines-dete/piscine-dete-tonnay-boutonne/;;;;;;;;;;
Piscine d'été;25 Av. de Saint-Jean d'Angély 17770 Saint-Hilaire-de-Villefranche France;https://www.piscineatlantys.fr/piscines-dete/piscine-dete-saint-hilaire-de-villefranche/;;;;;;;;;;
Piscine d'été;Bd de Saint-Hérie 17160 Matha France;https://www.piscineatlantys.fr/piscines-dete/piscine-dete-matha/;;;;;;;;;;
Piscine d'été à Revel;Chem. de la Pergue 31250 Revel France;https://www.mairie-revel.fr/bouger-sortir/sports-et-loisirs/la-piscine-d-ete/;;;;;;;;;;
Piscine d'été de Brioux-sur-Boutonne;Rue Hélène Boucher 79170 Brioux-sur-Boutonne France;https://www.melloisenpoitou.fr/les-actions/animation-sportive/un-reseau-de-6-piscines;;;;;;;;;;
Piscine d'été de Chef-Boutonne;20 Rue Pierre Blanchard 79110 Chef-Boutonne France;https://www.melloisenpoitou.fr/les-actions/animation-sportive/un-reseau-de-6-piscines;;;;;;;;;;
Piscine d'été de Lezay;Rue du Marais 79120 Lezay France;https://www.melloisenpoitou.fr/les-actions/animation-sportive/un-reseau-de-6-piscines;;;;;;;;;;
Piscine d'été de Saint Laurent du Pont;Pl. de la Piscine 38380 Saint-Laurent-du-Pont France;http://www.saintlaurentdupont.fr/piscine-municipale/;;;;;;;;;;
Piscine d'été de Sauzé-Entre-Bois;Rte de Chef Boutonne 79190 Sauzé-entre-Bois France;https://www.melloisenpoitou.fr/les-actions/animation-sportive/un-reseau-de-6-piscines;;;;;;;;;;
Piscine d'été Le Grand Charolais à Charolles;Rte de Viry 71120 Charolles France;https://www.legrandcharolais.fr/piscines.html;;;;;;;;;;
Piscine d'été Le Grand Charolais Paray-le-Monial;15 Bd Henri Régnier 71600 Paray-le-Monial France;https://www.legrandcharolais.fr/piscines.html;;;;;;;;;;
Piscine d'Étrépagny;12 Rue Eugène Lavoisier 27150 Étrépagny France;https://www.cdc-vexin-normand.fr/culture-et-loisirs/presentation-centre-nautique/piscine-d-etrepagny.html;;;;;;;;;;
Piscine d'Excideuil;Pl. Murillo de Rio Leza 24160 Excideuil France;http://horaires-piscine.info/horaires-piscine-dexcideuil/;;;;;;;;;;
Piscine d'extérieur de Sully-sur-Loire;Q99P+GF 45600 Sully-sur-Loire France;;;;;;;;;;;
Piscine d'Eybens;5 Rue du Château 38320 Eybens France;https://www.eybens.fr/92-piscine.htm;;;;;;;;;;
Piscine d'Herbault (Agglopolys);2 Chem. des Meuniers 41190 Herbault France;http://www.agglopolys.fr/1336-la-piscine-d-herbault.htm;;;;;;;;;;
Piscine d'Hiver;27 Rue Yves Carlier 60300 Senlis France;http://www.ville-senlis.fr/;;;;;;;;;;
Piscine Didot;22 Av. Georges Lafenestre 75014 Paris France;https://www.paris.fr/equipements/piscine-didot-2932;;;;;;;;;;
Piscine Dinard;35800 France;;;;;;;;;;;
Piscine Directe;2 All. Marco Polo 26700 Pierrelatte France;;;;;;;;;;;
Piscine d'Irigny;33 Chem. de Champvillard 69540 Irigny France;https://www.irigny.fr/Piscine+Municipale/266/;;;;;;;;;;
piscine discount bloopisicne;33000 Serbonnes France;;;;;;;;;;;
Piscine Districale de Faulquemont;Rue de la Piscine 57380 Faulquemont France;https://www.dufcc.com/fr/piscine.html;;;;;;;;;;
Piscine Dolibulle;All. de la Ville Nicault 35120 Dol-de-Bretagne France;https://www.piscine-dolibulle.com/;;;;;;;;;;
Piscine Donaiki;Av. Frédéric de St Jayme 64120 Saint-Palais France;https://www.communaute-paysbasque.fr/culture-et-loisirs/les-piscines-communautaires/piscine/piscine-de-saint-palais;;;;;;;;;;
Piscine d'Orpierre;1 D30 05700 Orpierre France;;;;;;;;;;;
Piscine d'Ostwald;8 Quai Heydt 67540 Ostwald France;https://www.strasbourg.eu/lieu/-/entity/sig/407_SPO_8;;;;;;;;;;
Piscine d'Ouzouer-le-Marché;20 Rue du Lieutenant Bau 41240 Beauce la Romaine France;http://horaires-piscine.info/horaires-piscine-de-ouzouer-le-marche/;;;;;;;;;;
Piscine du Baschgraben;1 Rue du Bannholz 67660 Betschdorf France;http://www.betschdorf.com/;;;;;;;;;;
Piscine du Bocage;Chem. du Feil 35500 Vitré France;https://www.vitrecommunaute.org/listes/les-piscines/;;;;;;;;;;
Piscine du Bourget;5 Rue des Jardins 93350 Le Bourget France;http://horaires-piscine.info/piscine-du-bourget/;;;;;;;;;;
Piscine du Cap Esterel;6 Rue des Thermes 83700 Saint-Raphaël France;;;;;;;;;;;
Piscine du Cébron;D47 79600 Saint-Loup-Lamairé France;http://www.lacducebron.fr/bassin-de-baignade.html;;;;;;;;;;
Piscine du Centre Sportif des Longes;12 All. Génépi 73130 St François Longchamp France;https://www.saintfrancoislongchamp.com/equipement/piscine-du-centre-sportif-des-longes-saint-francois-longchamp/;;;;;;;;;;
Piscine du Centre Sportif Roger Vergne;31 Rue du Commandant René Mouchotte 94160 Saint-Mandé France;https://www.saintmande.fr/pratique/sport-culture-et-loisirs/structures-sportives/centre-sportif-roger-vergne-piscine;;;;;;;;;;
Piscine du Châtelet;Rue des Gravées 79270 Sansais France;http://www.niortagglo.fr/fr/sortir-visiter/piscines/chatelet-a-sansais-la-garette/index.html;;;;;;;;;;
Piscine du Chesnay;Rocquencourt FR 7 Rue Pottier 78150 France;https://www.lechesnay-rocquencourt.fr/395/sports/la-piscine.htm;;;;;;;;;;
Piscine du Colombier;15 Rue de Paris 94000 Créteil France;https://sudestavenir.fr/piscine/piscines-creteil/;;;;;;;;;;
Piscine du Complexe Léon Truyns;Rue du Noyer Grenot 94310 Orly France;http://horaires-piscine.info/piscine-du-complexe-leon-truyns-a-orly/;;;;;;;;;;
Piscine du Corbier;Chef Lieu 73300 Corbier (Le France;http://www.le-corbier.com/;;;;;;;;;;
Piscine du Domaine De Pierrageais;Domaine de Pierrageais 1360 1530 Brintenas 07410 Saint-Félicien France;http://www.domaine-de-pierrageais.fr/;;;;;;;;;;
Piscine du Grand Guéret;Av. Fayolle 23000 Guéret France;http://www.piscine-grandgueret.fr/;;;;;;;;;;
Piscine du Grand-Bornand;189 Rte du Borne 74450 Le Grand-Bornand France;http://www.legrandbornand.com/piscine.html;;;;;;;;;;
Piscine Du Gua;Av. Pierre de Coubertin 12110 Aubin France;http://www.aubin-aveyron.fr/;;;;;;;;;;
Piscine du Jas de Rhôdes;Av. du Capitaine de Corvette Paul Brutus 13170 Les Pennes-Mirabeau France;http://www.agglo-paysdaix.fr/sports/piscines;;;;;;;;;;
Piscine du Lac;1 Chem. des Closiers 45200 Montargis France;https://piscine-du-lac.fr/;;;;;;;;;;
Piscine du lac;La Vall. Mabile 44260 Savenay France;https://www.piscinedulac.fr/;;;;;;;;;;
Piscine du Lac de Loire;Le Lac de Loire 41350 Vineuil France;http://www.agglopolys.fr/;;;;;;;;;;
Piscine du Lac de Saint-Pardoux;Site de Santrop - Lac de Saint-Pardoux 87640 Razès France;https://www.lacsaintpardoux.com/piscine/;;;;;;;;;;
Piscine du Layon;12 Bis Av. des Trois Ponts 49380 Bellevigne-en-Layon France;http://www.piscine-du-layon.com/;;;;;;;;;;
Piscine du Lido;Rue Virginie Mauvais 54510 Tomblaine France;https://www.grandnancy.eu/sortir-decouvrir/piscines/piscine-du-lido-tomblaine/;;;;;;;;;;
Piscine du Long Rayage;6 Chem. du Parisis 91090 Lisses France;https://www.grandparissud.fr/equipement/piscine-du-long-rayage/;;;;;;;;;;
Piscine du Louet;Piscine du Louet 49190 Rochefort-sur-Loire France;https://www.rochefortsurloire.fr/page/piscine;;;;;;;;;;
Piscine du Martinet;Les Plots O 30960 Le Martinet France;https://www.ales.fr/sortir-bouger/sport/piscines-decouvertes/;;;;;;;;;;
Piscine du Martinet;5 Rte du Martinet 39200 Villard-Saint-Sauveur France;;;;;;;;;;;
Piscine du Mas-d'Agenais;Rte de Calonges 47430 Le Mas-d'Agenais France;https://valdegaronne.fr/170-piscines-d-ete.htm;;;;;;;;;;
Piscine du Mont Glonne;Les Coteaux 49410 Mauges-sur-Loire France;https://www.mauges-sur-loire.fr/contacts/piscine-du-mont-glonne/;;;;;;;;;;
Piscine du Mortier - Tours Nord;2 Rue de la Bassée 37100 Tours France;https://www.tours.fr/equipement/piscine-municipale-mortier/;;;;;;;;;;
Piscine Du Mung;17350 Le Mung France;;;;;;;;;;;
Piscine du O Trégor;Rue Jarl Priel 22220 Tréguier France;https://www.lannion-tregor.com/vos-services/piscines/;;;;;;;;;;
Piscine du Palais des sports Maurice-Thorez;136 Av. Frederic et Irene Joliot Curie 92000 Nanterre France;https://www.nanterre.fr/annuaires/equipements/detail/piscine-du-palais-des-sports;;;;;;;;;;
Piscine du Parc;1 Parc des Loisirs 90800 Bavilliers France;;;;;;;;;;;
Piscine du Parc d’Olhain au Maisnil lès Ruitz;Rue de Rebreuve 62620 Maisnil-lès-Ruitz France;http://www.parcdolhain.fr/;;;;;;;;;;
Piscine du parc des loisirs à Ambrières les Vallées;Parc de Vaux 53300 Ambrières-les-Vallées France;https://www.bocage-mayennais.fr/bocage-mayennais_sortir-se-divertir_piscines.phtml;;;;;;;;;;
Piscine du Pays de La Châtre (Public);Rue Frédéric Chopin 36400 La Châtre France;;;;;;;;;;;
Piscine du Pays de l'Ourcq;1 Av. Louis Delahaye 77440 Ocquerre France;https://www.paysdelourcq.fr/mes-activites/les-equipements-sportifs/la-piscine-du-pays-de-lourcq/;;;;;;;;;;
Piscine du Pays des Écrins;Complexe sportif le quartz 26 Avenue Quartz 05120 L'Argentière-la-Bessée France;https://www.cc-paysdesecrins.fr/piscine;;;;;;;;;;
Piscine du Pays d'Uzès;4 Rue Jeanne Palanque 30700 Uzès France;https://piscine-ccpaysduzes.fr/;;;;;;;;;;
Piscine du Pays Rhénan;Rue de Dalhunden 67410 Drusenheim France;http://www.cc-paysrhenan.fr/Decouvrir/Loisirs/Piscine.html;;;;;;;;;;
Piscine du Pays Solesmois;Rue du Général de Gaulle 59730 Solesmes France;https://www.ccpays-solesmois.fr/piscineintercommunale/;;;;;;;;;;
Piscine du Pic Saint-Loup;800 Chem. de la ville 34270 Saint-Mathieu-de-Tréviers France;https://www.vert-marine.com/piscinepicsaintloup/;;;;;;;;;;
Piscine du Plan d’Eau de la Vallée de l’Othain;Plan d'eau de la vallée de l'Othain 55600 Marville France;http://otpaysdemontmedy.blogspot.fr/2011/09/piscine-horaires-activites-tarifs.html;;;;;;;;;;
piscine du Poët;22 Rte Napoléon 05300 Le Poët France;http://horaires-piscine.info/piscine-le-poet/;;;;;;;;;;
Piscine du Poiré-sur-Vie;Rue du Petit Bois 85170 Le Poiré-sur-Vie France;https://www.vie-et-boulogne.fr/vivre-ici/piscines-et-plage/piscine-du-poire-sur-vie/;;;;;;;;;;
Piscine du Poutyl;Rue du Général de Gaulle 45160 Olivet France;https://www.piscinepoutyl-olivet.fr/;;;;;;;;;;
Piscine du Prieuré;23 Av. du Général Giraud 35800 Dinard France;;;;;;;;;;;
Piscine du Quartier Lyautey;Rue Raymond et Lucie Aubrac 35136 Saint-Jacques-de-la-Lande France;;;;;;;;;;;
Piscine du Remblai;Prom. de l'Amiral Lafargue 85100 Les Sables-d'Olonne France;https://piscines-des-sablesdolonne.fr/piscine-du-remblai/;;;;;;;;;;
Piscine du S R H;76310 Sainte-Adresse France;;;;;;;;;;;
Piscine du Sivom des Trois Vallées de Mondeville;Chem. de la Cavée 14120 Mondeville France;http://www.sivomdes3vallees.fr/index.php/piscine-de-mondeville/;;;;;;;;;;
Piscine du Square du Luxembourg;1 Rue de la Piscine 57000 Metz France;https://piscines-metz.fr/;;;;;;;;;;
Piscine du Triolo;Rue de la Tradition 59650 Villeneuve-d'Ascq France;https://piscines.villeneuvedascq.fr/horaires-des-piscines;;;;;;;;;;
Piscine du Val de Besbre;Rte de l'Île 03290 Dompierre-sur-Besbre France;http://www.piscine.valdebesbre.com/;;;;;;;;;;
Piscine du Val de Thouet;Bd de la Marne 49400 Saumur France;https://www.saumurvaldeloire.fr/infos-demarches/politiques-sportives/piscines;;;;;;;;;;
Piscine du Wacken;8 Rue Pierre de Coubertin 67000 Strasbourg France;https://www.strasbourg.eu/lieu/-/entity/sig/408_SPO_9;;;;;;;;;;
Piscine d'Ungersheim (M2A);10 Rue des Lilas 68190 Ungersheim France;http://www.mulhouse-alsace.fr/fr/piscine-ungersheim;;;;;;;;;;
Piscine Ecole;5 Rte du Stade 43400 Le Chambon-sur-Lignon France;http://horaires-piscine.info/horaires-piscine-a-le-chambon-sur-lignon/;;;;;;;;;;
Piscine Ecole St Gaudérique;1 Bis Rue Ernest Renan 66000 Perpignan France;http://piscine-gauderique.com/;;;;;;;;;;
Piscine Ecuires CA2BM;Rue du Bras d'Or 62170 Écuires France;https://www.ca2bm.fr/;;;;;;;;;;
Piscine Edouard Herriot;59 Av. Gallieni 93130 Noisy-le-Sec France;https://www.est-ensemble.fr/piscine-edouard-herriot-noisy-le-sec;;;;;;;;;;
Piscine Elie Desbin;60 Rue Bocquet Flochel 62000 Arras France;;;;;;;;;;;
Piscine Emile Anthoine;9 Rue Jean Rey 75015 Paris France;https://www.paris.fr/equipements/piscine-emile-anthoine-19201;;;;;;;;;;
Piscine ENTPE;69120 Lyon France;;;;;;;;;;;
Piscine Entretien Equipements;37 Rue Principale 31360 Auzas France;;;;;;;;;;;
Piscine EPAE;Chem. de la Laurelle 38330 Montbonnot-Saint-Martin France;https://www.montbonnot.fr/3793-piscine-de-l-epae.htm;;;;;;;;;;
Piscine Espace Dauphins;33 Rue de la Libération 44110 Châteaubriant France;https://www.cc-chateaubriant-derval.fr/;;;;;;;;;;
Piscine espace des Sources Chaudes;Rue de la Balmette 81230 Lacaune France;http://piscine-lacaune.jimdo.com/;;;;;;;;;;
Piscine estivale Maurice Ravel;Rue de la Pérouse 63140 Châtel-Guyon France;https://centreaquatique.rlv.eu/;;;;;;;;;;
